name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg
"Arrow, Holy Water",GrimHollowPG24,mundane,A|XPHB,75.0,none,"https://5e.tools/items.html#arrow,%20holy%20water_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
"Arrow, Incendiary",GrimHollowPG24,mundane,A|XPHB,20.0,none,"https://5e.tools/items.html#arrow,%20incendiary_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,2.5
"Arrow, Ranging",GrimHollowPG24,mundane,A|XPHB,0.1,none,"https://5e.tools/items.html#arrow,%20ranging_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
"Arrow, Slashing",GrimHollowPG24,mundane,A|XPHB,0.1,none,"https://5e.tools/items.html#arrow,%20slashing_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
"Arrow, War Oil",GrimHollowPG24,mundane,A|XPHB,75.0,none,"https://5e.tools/items.html#arrow,%20war%20oil_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,5.0,2d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,5.0
"Arrow, Whistling",GrimHollowPG24,mundane,A|XPHB,0.1,none,"https://5e.tools/items.html#arrow,%20whistling_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Arrows (20),XPHB,mundane,A|XPHB,1.0,none,https://5e.tools/items.html#arrows%20(20)_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Artisan's Tools,XPHB,mundane,AT|XPHB,,none,https://5e.tools/items.html#artisan's%20tools_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,True,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Ashyra's Research Notes,WhereEvilLives,mundane,G,,none,https://5e.tools/items.html#ashyra's%20research%20notes_whereevillives,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Assassin's Blood,XDMG,mundane,G|XPHB,150.0,none,https://5e.tools/items.html#assassin's%20blood_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,True,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,10.0,0.0,,0.0,0,0,False,
Axe Beak,FRHoF,mundane,MNT|XPHB,50.0,none,https://5e.tools/items.html#axe%20beak_frhof,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],MNT|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Azurite,XDMG,mundane,$G|XDMG,10.0,none,https://5e.tools/items.html#azurite_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$G|XDMG,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Backpack,XPHB,mundane,G|XPHB,2.0,none,https://5e.tools/items.html#backpack_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Backpack Parachute,WDH,mundane,OTH,,none,https://5e.tools/items.html#backpack%20parachute_wdh,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],OTH,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bagpipes,XPHB,mundane,INS|XPHB,30.0,none,https://5e.tools/items.html#bagpipes_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],INS|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,
Ball Bearing,PHB,mundane,G,0.001,none,https://5e.tools/items.html#ball%20bearing_phb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Ball Bearings,XPHB,mundane,G|XPHB,1.0,none,https://5e.tools/items.html#ball%20bearings_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,10.0,0.0,,0.0,0,0,False,
Balm of Shifting Form,WhereEvilLives,mundane,G,,none,https://5e.tools/items.html#balm%20of%20shifting%20form_whereevillives,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bamboo,ObojimaTallGrass,common,Ingred,,none,https://5e.tools/items.html#bamboo_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],Ingred,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Banded Agate,XDMG,mundane,$G|XDMG,10.0,none,https://5e.tools/items.html#banded%20agate_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$G|XDMG,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bandore,FRHoF,mundane,INS|XPHB,65.0,none,https://5e.tools/items.html#bandore_frhof,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],INS|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Barding,PHB,mundane,TAH,,none,https://5e.tools/items.html#barding_phb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],TAH,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bark Armor,ObojimaTallGrass,mundane,LA,8.0,none,https://5e.tools/items.html#bark%20armor_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,11.0,,,,,,,False,False,False,,,,[],[],LA,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Barking Box,WDH,mundane,OTH,,none,https://5e.tools/items.html#barking%20box_wdh,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],OTH,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Barrel,XPHB,mundane,G|XPHB,2.0,none,https://5e.tools/items.html#barrel_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bashu Powder,ObojimaTallGrass,common,Ingred,,none,https://5e.tools/items.html#bashu%20powder_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],Ingred,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Basic Poison,XPHB,mundane,G|XPHB,100.0,none,https://5e.tools/items.html#basic%20poison_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,True,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,2.5
Basket,XPHB,mundane,G|XPHB,0.4,none,https://5e.tools/items.html#basket_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Battle Master's Compendium,WhereEvilLives,mundane,,,none,https://5e.tools/items.html#battle%20master's%20compendium_whereevillives,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Battleaxe,XPHB,mundane,M|XPHB,10.0,none,https://5e.tools/items.html#battleaxe_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,8.0,0.0,,0.0,0,0,False,
Beast Whistle,HumblewoodTales,mundane,G,20.0,none,https://5e.tools/items.html#beast%20whistle_humblewoodtales,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bedroll,XPHB,mundane,G|XPHB,1.0,none,https://5e.tools/items.html#bedroll_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bejeweled gold bracelet,XDMG,mundane,$A|XDMG,250.0,none,https://5e.tools/items.html#bejeweled%20gold%20bracelet_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$A|XDMG,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bejeweled ivory drinking horn with gold filigree,XDMG,mundane,$A|XDMG,7500.0,none,https://5e.tools/items.html#bejeweled%20ivory%20drinking%20horn%20with%20gold%20filigree_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$A|XDMG,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bell,XPHB,mundane,G|XPHB,1.0,none,https://5e.tools/items.html#bell_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bellow Flute,ObojimaTallGrass,mundane,M,1.0,none,https://5e.tools/items.html#bellow%20flute_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F'],M,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bellows Cannister,GrimHollowPG24,mundane,A|XPHB,0.25,none,https://5e.tools/items.html#bellows%20cannister_grimhollowpg24,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bicycle,ObojimaTallGrass,mundane,G,,none,https://5e.tools/items.html#bicycle_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Birdpipes,SCAG,mundane,INS,,none,https://5e.tools/items.html#birdpipes_scag,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],INS,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,
Bireme,CallfromtheDeep,mundane,SHP,5000.0,none,https://5e.tools/items.html#bireme_callfromthedeep,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,2.0,15.0,200.0,20.0,10.0,False,False,False,,,,[],[],SHP,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Bit and bridle,PHB,mundane,TAH,2.0,none,https://5e.tools/items.html#bit%20and%20bridle_phb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],TAH,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Biza's Breath,JttRC,mundane,G,,none,https://5e.tools/items.html#biza's%20breath_jttrc,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,True,False,,,,,,,,,False,False,False,,,,[],[],G,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,16.0,0.0,,0.0,0,0,False,
Black Cinnamon,ObojimaTallGrass,uncommon,Ingred,,none,https://5e.tools/items.html#black%20cinnamon_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],Ingred,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
Black Ghost Orchid Seed,JttRC,mundane,G,,none,https://5e.tools/items.html#black%20ghost%20orchid%20seed_jttrc,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,16.0,0.0,,0.0,0,0,False,
Black Opal,XDMG,mundane,$G|XDMG,1000.0,none,https://5e.tools/items.html#black%20opal_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$G|XDMG,False,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,
